Profit Ratio,Category,City,Country/Region,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Manufacturer,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
48%,Office Supplies,Columbia,United States,Maureen Fritzler,0%,1,7/22/2018,CA-2018-114307,21044,Wilson Jones,Wilson Jones Easy Flow II Sheet Lifters,$3,3,East,$5,Corporate,7/26/2018,Standard Class,Maryland,Binders
48%,Office Supplies,Franklin,United States,Claudia Bergmann,0%,1,7/9/2017,CA-2017-111094,02038,Wilson Jones,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",$59,3,East,$123,Corporate,7/13/2017,Standard Class,Massachusetts,Binders
47%,Office Supplies,Leominster,United States,Guy Phonely,0%,1,11/26/2017,CA-2017-117961,01453,Pressboard,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",$7,3,East,$15,Corporate,11/30/2017,Standard Class,Massachusetts,Binders
50%,Office Supplies,New York City,United States,Justin Deggeller,0%,1,11/19/2019,CA-2019-168858,10011,Staple envelope,Staple envelope,$8,3,East,$17,Corporate,11/23/2019,Standard Class,New York,Envelopes
50%,Office Supplies,New York City,United States,Katharine Harms,0%,1,11/20/2016,CA-2016-140396,10024,Peel & Seel,"Peel & Seel Recycled Catalog Envelopes, Brown",$17,3,East,$35,Corporate,11/25/2016,Standard Class,New York,Envelopes
50%,Office Supplies,Clinton,United States,Odella Nelson,0%,1,12/2/2016,CA-2016-154095,20735,Xerox,Xerox 1942,$73,3,East,$147,Corporate,12/7/2016,Standard Class,Maryland,Paper
47%,Office Supplies,Leominster,United States,Guy Phonely,0%,1,11/26/2017,CA-2017-117961,01453,Other,Loose Memo Sheets,$5,3,East,$11,Corporate,11/30/2017,Standard Class,Massachusetts,Paper
48%,Office Supplies,New Bedford,United States,Nick Crebassa,0%,1,12/24/2019,CA-2019-148355,02740,Xerox,Xerox 214,$9,3,East,$19,Corporate,12/28/2019,Standard Class,Massachusetts,Paper
48%,Office Supplies,Long Beach,United States,Anthony Rawles,0%,1,3/8/2017,CA-2017-160213,11561,Xerox,Xerox 1997,$9,3,East,$19,Corporate,3/13/2017,Standard Class,New York,Paper
49%,Office Supplies,New York City,United States,David Kendrick,0%,1,12/20/2019,CA-2019-102197,10009,Xerox,Xerox 188,$17,3,East,$34,Corporate,12/26/2019,Standard Class,New York,Paper
49%,Office Supplies,New York City,United States,Jennifer Patt,0%,1,2/13/2019,CA-2019-104906,10009,Xerox,Xerox 1903,$9,3,East,$18,Corporate,2/17/2019,Standard Class,New York,Paper
46%,Office Supplies,New York City,United States,Scott Cohen,0%,1,6/26/2019,CA-2019-107132,10009,Xerox,Xerox 1991,$32,3,East,$69,Corporate,6/30/2019,Standard Class,New York,Paper
48%,Office Supplies,New York City,United States,Monica Federle,0%,1,8/9/2017,CA-2017-128013,10035,Xerox,Xerox 1885,$69,3,East,$144,Corporate,8/16/2017,Standard Class,New York,Paper
48%,Office Supplies,New York City,United States,Muhammed MacIntyre,0%,1,9/18/2019,CA-2019-148068,10035,Xerox,Xerox 203,$9,3,East,$19,Corporate,9/25/2019,Standard Class,New York,Paper
14%,Office Supplies,Fairfield,United States,Nat Gilpin,0%,1,2/16/2019,CA-2019-120019,06824,Fellowes,Fellowes Staxonsteel Drawer Files,$81,3,East,$580,Corporate,2/21/2019,Standard Class,Connecticut,Storage
26%,Office Supplies,Newark,United States,Yana Sorensen,0%,1,1/12/2017,CA-2017-156755,19711,Other,"Dual Level, Single-Width Filing Carts",$121,3,East,$465,Corporate,1/18/2017,Standard Class,Delaware,Storage
27%,Office Supplies,Lawrence,United States,George Zrebassa,0%,1,9/28/2016,CA-2016-107153,01841,Decoflex,"Decoflex Hanging Personal Folder File, Blue",$12,3,East,$46,Corporate,10/3/2016,Standard Class,Massachusetts,Storage
1%,Office Supplies,Bridgeton,United States,Jim Mitchum,0%,1,10/29/2018,CA-2018-112389,08302,Rogers,"Rogers Jumbo File, Granite",$0,3,East,$41,Corporate,11/2/2018,Standard Class,New Jersey,Storage
27%,Office Supplies,New York City,United States,Andy Gerbode,0%,1,9/7/2017,CA-2017-164084,10011,Other,Mobile Personal File Cube,$19,3,East,$70,Corporate,9/12/2017,Standard Class,New York,Storage
27%,Office Supplies,New York City,United States,Cyma Kinney,0%,1,11/13/2018,CA-2018-101336,10011,Other,Portable Personal File Box,$10,3,East,$37,Corporate,11/18/2018,Standard Class,New York,Storage
28%,Office Supplies,New York City,United States,Edward Becker,0%,1,11/11/2018,CA-2018-145548,10011,Staple magnet,Staple magnet,$8,3,East,$28,Corporate,11/16/2018,Standard Class,New York,Storage
24%,Office Supplies,New York City,United States,Bart Watters,0%,1,10/13/2018,CA-2018-101161,10024,Fellowes,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,$24,3,East,$100,Corporate,10/20/2018,Standard Class,New York,Storage
27%,Office Supplies,Oceanside,United States,Benjamin Venier,0%,1,2/21/2018,US-2018-168410,11572,Other,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",$80,3,East,$296,Corporate,2/26/2018,Standard Class,New York,Storage
27%,Office Supplies,Woonsocket,United States,Kristen Hastings,0%,1,5/23/2017,CA-2017-119102,02895,Advantus,Advantus Rolling Storage Box,$14,3,East,$51,Corporate,5/27/2017,Standard Class,Rhode Island,Storage
30%,Office Supplies,New York City,United States,Thomas Boland,0%,1,4/1/2018,CA-2018-161473,10035,Acme,Acme Value Line Scissors,$3,3,East,$11,Corporate,4/5/2018,Standard Class,New York,Supplies
26%,Office Supplies,Vineland,United States,Barbara Fisher,0%,1,7/6/2017,CA-2017-116260,08360,Newell,Newell 333,$3,4,East,$11,Corporate,7/12/2017,Standard Class,New Jersey,Art
45%,Office Supplies,Newark,United States,Muhammed Yedwab,0%,1,10/21/2018,CA-2018-151169,19711,Avery,Avery Reinforcements for Hole-Punch Pages,$4,4,East,$8,Corporate,10/26/2018,Standard Class,Delaware,Binders
49%,Office Supplies,Newark,United States,Thea Hudgings,0%,1,9/23/2016,CA-2016-148369,19711,Wilson Jones,Wilson Jones Suede Grain Vinyl Binders,$5,4,East,$11,Corporate,9/27/2016,Standard Class,Delaware,Binders
49%,Office Supplies,Clinton,United States,Ken Heidel,0%,1,9/18/2017,CA-2017-109575,20735,Acco,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",$32,4,East,$65,Corporate,9/23/2017,Standard Class,Maryland,Binders
50%,Office Supplies,Leominster,United States,Guy Phonely,0%,1,11/26/2017,CA-2017-117961,01453,Other,Aluminum Screw Posts,$31,4,East,$61,Corporate,11/30/2017,Standard Class,Massachusetts,Binders
45%,Office Supplies,Lakewood,United States,Jennifer Patt,0%,1,10/2/2017,US-2017-137008,08701,Global,Globe Weis Peel & Seel First Class Envelopes,$23,4,East,$51,Corporate,10/8/2017,Standard Class,New Jersey,Envelopes
33%,Office Supplies,New York City,United States,Andy Gerbode,0%,1,9/7/2017,CA-2017-164084,10011,Other,Assorted Color Push Pins,$2,4,East,$7,Corporate,9/12/2017,Standard Class,New York,Fasteners
48%,Office Supplies,Long Beach,United States,Lisa Ryan,0%,1,7/23/2019,CA-2019-103506,11561,Avery,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",$20,4,East,$41,Corporate,7/27/2019,Standard Class,New York,Labels
47%,Office Supplies,Beverly,United States,Anthony Jacobs,0%,1,12/28/2016,CA-2016-141313,01915,Xerox,Xerox 1906,$67,4,East,$142,Corporate,1/1/2017,Standard Class,Massachusetts,Paper
45%,Office Supplies,New York City,United States,Ann Chong,0%,1,9/2/2019,CA-2019-157987,10009,Xerox,Xerox 1962,$8,4,East,$17,Corporate,9/6/2019,Standard Class,New York,Paper
49%,Office Supplies,New York City,United States,Katherine Nockton,0%,1,6/3/2019,CA-2019-113908,10011,Xerox,Xerox 188,$22,4,East,$45,Corporate,6/9/2019,Standard Class,New York,Paper
49%,Office Supplies,New York City,United States,Christine Phan,0%,1,3/17/2016,US-2016-148838,10024,Xerox,Xerox 1918,$76,4,East,$155,Corporate,3/21/2016,Standard Class,New York,Paper
48%,Office Supplies,New York City,United States,Katharine Harms,0%,1,11/20/2016,CA-2016-140396,10024,Xerox,Xerox 2000,$12,4,East,$26,Corporate,11/25/2016,Standard Class,New York,Paper
4%,Office Supplies,Revere,United States,Katharine Harms,0%,1,4/1/2016,CA-2016-138359,02151,Rogers,Rogers Profile Extra Capacity Storage Tub,$3,4,East,$67,Corporate,4/6/2016,Standard Class,Massachusetts,Storage
12%,Office Supplies,Plainfield,United States,Barry Pond,0%,1,11/25/2018,CA-2018-160535,07060,Fellowes,"Fellowes Strictly Business Drawer File, Letter/Legal Size",$68,4,East,$563,Corporate,11/30/2018,Standard Class,New Jersey,Storage
30%,Office Supplies,New York City,United States,Scott Cohen,0%,1,6/26/2019,CA-2019-107132,10009,Other,"Hot File 7-Pocket, Floor Stand",$214,4,East,$714,Corporate,6/30/2019,Standard Class,New York,Storage
28%,Office Supplies,New York City,United States,Noel Staavos,0%,1,12/12/2018,CA-2018-169824,10009,Fiskars,Fiskars Home & Office Scissors,$10,4,East,$36,Corporate,12/17/2018,Standard Class,New York,Supplies
27%,Office Supplies,New York City,United States,Suzanne McNair,0%,1,12/5/2019,CA-2019-105235,10011,Eureka,Eureka The Boss Cordless Rechargeable Stick Vac,$69,5,East,$255,Corporate,12/11/2019,Standard Class,New York,Appliances
27%,Office Supplies,New York City,United States,Jennifer Patt,0%,1,8/23/2018,CA-2018-158001,10035,Other,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",$281,5,East,"$1,041",Corporate,8/27/2018,Standard Class,New York,Appliances
26%,Office Supplies,Newark,United States,Harold Engle,0%,1,7/8/2019,CA-2019-140480,19711,Hunt,Hunt Boston Vacuum Mount KS Pencil Sharpener,$45,5,East,$175,Corporate,7/12/2019,Standard Class,Delaware,Art
46%,Office Supplies,Newark,United States,Yoseph Carroll,0%,1,11/17/2016,CA-2016-119375,19711,Other,Deluxe Chalkboard Eraser Cleaner,$27,5,East,$58,Corporate,11/22/2016,Standard Class,Delaware,Art
28%,Office Supplies,New York City,United States,Cyma Kinney,0%,1,11/13/2018,CA-2018-101336,10011,Boston,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",$39,5,East,$141,Corporate,11/18/2018,Standard Class,New York,Art
28%,Office Supplies,New York City,United States,Edward Hooks,0%,1,10/30/2018,CA-2018-153836,10011,Boston,Boston KS Multi-Size Manual Pencil Sharpener,$32,5,East,$115,Corporate,11/3/2018,Standard Class,New York,Art
50%,Office Supplies,New York City,United States,Linda Cazamias,0%,1,6/10/2019,CA-2019-167080,10011,Prang,Prang Dustless Chalk Sticks,$4,5,East,$8,Corporate,6/14/2019,Standard Class,New York,Art
36%,Office Supplies,New York City,United States,Bart Watters,0%,1,10/13/2018,CA-2018-101161,10024,BIC,BIC Liqua Brite Liner,$12,5,East,$35,Corporate,10/20/2018,Standard Class,New York,Art
41%,Office Supplies,New York City,United States,Jennifer Patt,0%,1,8/23/2018,CA-2018-158001,10035,Dixon,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",$9,5,East,$21,Corporate,8/27/2018,Standard Class,New York,Art
49%,Office Supplies,Middletown,United States,Michael Paige,0%,1,10/2/2017,US-2017-145121,06457,Acco,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",$13,5,East,$27,Corporate,10/6/2017,Standard Class,Connecticut,Binders
50%,Office Supplies,New Bedford,United States,Nick Crebassa,0%,1,12/24/2019,CA-2019-148355,02740,Avery,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",$6,5,East,$12,Corporate,12/28/2019,Standard Class,Massachusetts,Binders
47%,Office Supplies,Lakewood,United States,Bill Shonely,0%,1,4/16/2018,US-2018-107440,08701,Wilson Jones,Wilson Jones Standard D-Ring Binders,$12,5,East,$25,Corporate,4/20/2018,Standard Class,New Jersey,Binders
49%,Office Supplies,Hackensack,United States,Laura Armstrong,0%,1,7/11/2016,CA-2016-163552,07601,Avery,Avery 514,$7,5,East,$14,Corporate,7/15/2016,Standard Class,New Jersey,Labels
46%,Office Supplies,New York City,United States,Bart Watters,0%,1,10/13/2018,CA-2018-101161,10024,Avery,Avery White Multi-Purpose Labels,$11,5,East,$25,Corporate,10/20/2018,Standard Class,New York,Labels
48%,Office Supplies,Baltimore,United States,Kalyca Meade,0%,1,12/10/2017,US-2017-138093,21215,Other,Astroparche Fine Business Paper,$13,5,East,$26,Corporate,12/16/2017,Standard Class,Maryland,Paper
46%,Office Supplies,Baltimore,United States,Kalyca Meade,0%,1,12/10/2017,US-2017-138093,21215,Other,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",$21,5,East,$45,Corporate,12/16/2017,Standard Class,Maryland,Paper
47%,Office Supplies,Hackensack,United States,Laura Armstrong,0%,1,7/11/2016,CA-2016-163552,07601,Easy-staple paper,Easy-staple paper,$83,5,East,$177,Corporate,7/15/2016,Standard Class,New Jersey,Paper
48%,Office Supplies,Lakewood,United States,Jennifer Patt,0%,1,10/2/2017,US-2017-137008,08701,Other,Computer Printout Paper with Letter-Trim Perforations,$46,5,East,$95,Corporate,10/8/2017,Standard Class,New Jersey,Paper
47%,Office Supplies,Long Beach,United States,Tamara Chand,0%,1,9/20/2017,CA-2017-156013,11561,Xerox,Xerox 1881,$29,5,East,$61,Corporate,9/26/2017,Standard Class,New York,Paper
49%,Office Supplies,New York City,United States,David Kendrick,0%,1,12/20/2019,CA-2019-102197,10009,Xerox,Xerox 1908,$137,5,East,$280,Corporate,12/26/2019,Standard Class,New York,Paper
45%,Office Supplies,New York City,United States,Patrick Jones,0%,1,11/14/2017,CA-2017-137897,10035,Other,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",$17,5,East,$37,Corporate,11/19/2017,Standard Class,New York,Paper
45%,Office Supplies,Rochester,United States,Julie Creighton,0%,1,10/23/2019,CA-2019-139913,14609,Xerox,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),$12,5,East,$26,Corporate,10/29/2019,Standard Class,New York,Paper
12%,Office Supplies,Beverly,United States,Anthony Jacobs,0%,1,12/28/2016,CA-2016-141313,01915,Fellowes,"Fellowes Strictly Business Drawer File, Letter/Legal Size",$85,5,East,$704,Corporate,1/1/2017,Standard Class,Massachusetts,Storage
24%,Office Supplies,Leominster,United States,Guy Phonely,0%,1,11/26/2017,CA-2017-117961,01453,Tennsco,"Tennsco Lockers, Sand",$25,5,East,$105,Corporate,11/30/2017,Standard Class,Massachusetts,Storage
26%,Office Supplies,New York City,United States,Cyma Kinney,0%,1,11/13/2018,CA-2018-101336,10011,Tenex,"Tenex File Box, Personal Filing Tote with Lid, Black",$20,5,East,$78,Corporate,11/18/2018,Standard Class,New York,Storage
26%,Office Supplies,New York City,United States,Kalyca Meade,0%,1,7/6/2017,CA-2017-108665,10011,Iceberg,Iceberg Mobile Mega Data/Printer Cart,$156,5,East,$602,Corporate,7/10/2017,Standard Class,New York,Storage
29%,Office Supplies,New York City,United States,Scott Cohen,0%,1,6/26/2019,CA-2019-107132,10009,Acme,Acme Preferred Stainless Steel Scissors,$8,5,East,$28,Corporate,6/30/2019,Standard Class,New York,Supplies
29%,Office Supplies,Beverly,United States,Anthony Jacobs,0%,1,12/28/2016,CA-2016-141313,01915,Hoover,Hoover Upright Vacuum With Dirt Cup,$504,6,East,"$1,737",Corporate,1/1/2017,Standard Class,Massachusetts,Appliances
27%,Office Supplies,New York City,United States,Jennifer Patt,0%,1,8/23/2018,CA-2018-158001,10035,Newell,Newell 331,$8,6,East,$29,Corporate,8/27/2018,Standard Class,New York,Art
34%,Office Supplies,Burlington,United States,Claudia Bergmann,0%,1,1/23/2018,US-2018-165505,,Other,4009 Highlighters,$3,6,East,$8,Corporate,1/27/2018,Standard Class,Vermont,Art
50%,Office Supplies,New York City,United States,Rick Reed,0%,1,2/28/2018,CA-2018-101623,10035,Other,Staples,$18,6,East,$36,Corporate,3/6/2018,Standard Class,New York,Fasteners
48%,Office Supplies,Wilmington,United States,Georgia Rosenberg,0%,1,11/19/2016,US-2016-123183,19805,Avery,Avery 480,$11,6,East,$23,Corporate,11/25/2016,Standard Class,Delaware,Labels
46%,Office Supplies,Clinton,United States,Odella Nelson,0%,1,12/2/2016,CA-2016-154095,20735,Avery,Avery 509,$7,6,East,$16,Corporate,12/7/2016,Standard Class,Maryland,Labels
48%,Office Supplies,New York City,United States,Ann Chong,0%,1,9/2/2019,CA-2019-157987,10009,Avery,Avery 518,$9,6,East,$19,Corporate,9/6/2019,Standard Class,New York,Labels
49%,Office Supplies,Newark,United States,Dorothy Badders,0%,1,3/2/2019,CA-2019-104885,19711,Easy-staple paper,Easy-staple paper,$33,6,East,$68,Corporate,3/8/2019,Standard Class,Delaware,Paper
45%,Office Supplies,Dover,United States,Sung Pak,0%,1,2/16/2017,CA-2017-156923,03820,Xerox,Xerox 1920,$16,6,East,$36,Corporate,2/20/2017,Standard Class,New Hampshire,Paper
0%,Office Supplies,New York City,United States,Ellis Ballard,0%,1,12/4/2018,CA-2018-139885,10035,Belkin,Belkin OmniView SE Rackmount Kit,$0,6,East,$213,Corporate,12/8/2018,Standard Class,New York,Storage
25%,Office Supplies,New York City,United States,Justin Deggeller,0%,1,11/19/2019,CA-2019-168858,10011,Hoover,Hoover Shoulder Vac Commercial Portable Vacuum,$626,7,East,"$2,505",Corporate,11/23/2019,Standard Class,New York,Appliances
28%,Office Supplies,New York City,United States,Dean Katz,0%,1,7/3/2018,CA-2018-168543,10035,Avanti,Avanti 1.7 Cu. Ft. Refrigerator,$198,7,East,$707,Corporate,7/7/2018,Standard Class,New York,Appliances
30%,Office Supplies,Newark,United States,Harold Engle,0%,1,7/8/2019,CA-2019-140480,19711,Newell,Newell 325,$9,7,East,$29,Corporate,7/12/2019,Standard Class,Delaware,Art
43%,Office Supplies,New York City,United States,Noel Staavos,0%,1,12/12/2018,CA-2018-169824,10009,Sanford,Sanford Pocket Accent Highlighters,$5,7,East,$11,Corporate,12/17/2018,Standard Class,New York,Art
44%,Office Supplies,New York City,United States,Stephanie Phelps,0%,1,8/5/2016,CA-2016-110065,10009,Binney & Smith,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",$7,7,East,$16,Corporate,8/11/2016,Standard Class,New York,Art
48%,Office Supplies,Wilmington,United States,Georgia Rosenberg,0%,1,11/19/2016,US-2016-123183,19805,Premier,"Premier Elliptical Ring Binder, Black",$102,7,East,$213,Corporate,11/25/2016,Standard Class,Delaware,Binders
50%,Office Supplies,Lakewood,United States,Charles Sheldon,0%,1,8/12/2016,CA-2016-109302,08701,Other,"Performers Binder/Pad Holder, Black",$98,7,East,$196,Corporate,8/16/2016,Standard Class,New Jersey,Binders
47%,Office Supplies,Newark,United States,Dorothy Badders,0%,1,3/2/2019,CA-2019-104885,19711,Staple envelope,Staple envelope,$27,7,East,$58,Corporate,3/8/2019,Standard Class,Delaware,Envelopes
47%,Office Supplies,New York City,United States,Christine Phan,0%,1,3/17/2016,US-2016-148838,10024,Xerox,Xerox 1926,$16,7,East,$35,Corporate,3/21/2016,Standard Class,New York,Paper
27%,Office Supplies,Newark,United States,Yoseph Carroll,0%,1,11/17/2016,CA-2016-119375,19711,Smead,Smead Adjustable Mobile File Trolley with Lockable Top,$792,7,East,"$2,934",Corporate,11/22/2016,Standard Class,Delaware,Storage
0%,Office Supplies,Clinton,United States,Ken Heidel,0%,1,9/18/2017,CA-2017-109575,20735,SAFCO,Safco Industrial Wire Shelving System,$0,7,East,$637,Corporate,9/23/2017,Standard Class,Maryland,Storage
26%,Office Supplies,Mount Vernon,United States,Neil Ducich,0%,1,6/30/2019,CA-2019-164112,10550,Other,"Dual Level, Single-Width Filing Carts",$282,7,East,"$1,085",Corporate,7/4/2019,Standard Class,New York,Storage
47%,Office Supplies,New York City,United States,Mark Cousins,0%,1,11/28/2017,CA-2017-161711,10035,Staple envelope,Staple envelope,$29,8,East,$62,Corporate,12/3/2017,Standard Class,New York,Envelopes
48%,Office Supplies,Columbia,United States,Maureen Fritzler,0%,1,7/22/2018,CA-2018-114307,21044,Xerox,Xerox 216,$25,8,East,$52,Corporate,7/26/2018,Standard Class,Maryland,Paper
28%,Office Supplies,New York City,United States,Stefania Perrino,0%,1,9/7/2019,CA-2019-148929,10011,Advantus,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",$134,8,East,$478,Corporate,9/11/2019,Standard Class,New York,Storage
34%,Office Supplies,Baltimore,United States,Kalyca Meade,0%,1,12/10/2017,US-2017-138093,21215,Other,Manco Dry-Lighter Erasable Highlighter,$9,9,East,$27,Corporate,12/16/2017,Standard Class,Maryland,Art
45%,Office Supplies,New Bedford,United States,Shaun Chance,0%,1,8/17/2017,CA-2017-111297,02740,Wilson Jones,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,$23,9,East,$52,Corporate,8/21/2017,Standard Class,Massachusetts,Binders
